GeneID	285_D2	285_D5	285_D14	BM45_D2	BM45_D5	BM45_D14	DV10_D2	DV10_D5	DV10_D14	EC1118_D2	EC1118_D5	EC1118_D14	VIN13_D2	VIN13_D5	VIN13_D14	
SPAC12B10.15c	3.327502	4.967583	6.772455	3.443157	5.723143	3.333781	2.091116	3.363052	3.819749	3.468180	4.746247	3.150246	2.679840	2.222886	2.123232	
SPAC12B10.16c	3.715847	1.786147	8.681390	0.691468	5.172560	3.013535	3.153059	5.674037	3.901067	1.579358	3.706246	5.137465	1.599554	2.996050	3.314324	
SPAC12D12.09	0.598702	0.286883	0.340568	0.538018	1.527184	0.985775	2.496431	0.671211	4.101736	2.303453	0.578125	0.660383	0.360181	0.794586	0.607333	
SPAC12G12.01c	2.947670	0.642595	3.752435	3.870187	1.898753	5.668195	0.274841	9.605690	3.372044	2.445975	6.099327	4.289415	2.633288	2.709109	3.008773	
SPAC12G12.02	1.272706	2.063204	4.813125	3.020518	1.570441	4.989235	2.949963	1.730243	1.208852	2.015723	4.324273	2.272928	2.489001	3.175740	1.709918	
SPAC12G12.03	9.499550	8.462090	7.590135	10.089733	10.750277	4.321526	9.291507	16.045700	6.711047	11.797167	9.115450	8.612840	9.824393	7.800160	9.868373	
SPAC12G12.04	2.237787	2.009634	5.601970	6.267930	7.297092	10.300800	3.630810	3.725370	3.452410	10.355150	1.594343	3.071673	2.880183	2.944182	2.092862	
SPAC12G12.05c	5.655157	3.051480	4.215570	2.241497	4.992623	3.730261	1.651267	7.736620	7.919349	5.097463	1.682780	5.808520	4.231613	4.101637	3.815084	
SPAC12G12.06c	1.027551	1.485799	7.162625	3.240467	2.438699	9.327065	2.771645	7.025520	3.229814	6.109230	3.711383	5.074941	3.545371	7.121260	3.235083	
SPAC12G12.07c	2.688493	0.482905	2.400875	0.995104	0.840754	4.500040	1.385871	4.905190	2.876570	1.648565	3.342375	3.891863	3.372740	1.240155	1.478728	
SPAC12G12.08	1.530628	1.259020	3.312490	0.742608	4.896417	1.355819	1.170047	0.850251	3.889817	5.776307	2.923834	0.581580	4.357294	3.811452	1.278548	
SPAC12G12.09	3.795213	0.712753	8.360190	1.480300	1.110316	3.786770	1.693170	4.320522	9.244487	3.261967	1.239420	5.057662	3.545069	1.400737	1.408774	
SPAC12G12.10	2.156071	3.615223	2.644353	1.906343	2.407555	2.899800	4.238633	3.471724	2.805324	4.357122	4.705653	4.431323	3.476300	4.689227	3.541902	
SPAC12G12.11c	4.980257	0.647273	0.575710	1.238318	2.417480	3.279565	1.798846	2.276218	3.855403	2.710998	1.502586	3.398491	3.037593	0.826769	1.582923	
SPAC12G12.12	5.331493	1.951646	6.886165	6.545663	6.806667	6.595374	3.318563	4.819826	1.909461	8.643690	5.535877	4.989122	2.539035	6.761980	3.972293	
SPAC12G12.13c	0.800734	1.418573	2.883097	1.279818	3.872641	7.142250	2.486757	2.231076	5.353891	1.364071	2.266851	2.142630	0.302351	3.294107	1.488910	
SPAC12G12.14c	1.134310	0.269346	2.627814	3.437000	2.795501	6.026055	1.237339	0.630662	1.329885	3.281937	2.481856	2.349424	0.536400	4.054457	0.560043	
SPAC12G12.15	1.062346	1.419196	0.925761	1.934101	1.978938	0.579728	3.975630	4.653297	3.737116	1.563320	0.275948	3.938042	0.189987	0.816525	2.256208	
SPAC12G12.16c	0.136368	0.795561	0.450831	2.619425	4.282207	0.923979	1.855562	0.430351	2.465376	0.409170	1.247136	1.326929	0.668022	3.474753	2.252691	
SPAC1327.01c	8.363880	7.975787	6.579555	10.380820	6.888253	8.558615	7.124407	14.949367	12.328523	11.575200	9.303613	10.929653	11.128653	5.752870	4.690989	
SPAC139.01c	2.315127	2.694897	1.851270	6.197782	3.499783	2.642130	0.772468	3.696389	1.641172	4.110327	4.107230	5.079237	5.636670	2.811424	1.926329	
SPAC139.02c	1.639089	0.533272	5.539545	4.056613	0.915331	2.428478	1.830762	4.014308	2.111107	2.322097	2.442360	1.620607	1.551623	1.820307	1.341993	
SPAC139.03	3.479336	0.637266	0.907444	2.039049	2.700602	2.480130	2.038134	2.373499	2.257704	3.011731	0.575836	3.736849	2.523783	1.641653	0.657309	
SPAC139.04c	1.446918	1.552902	3.748345	2.824117	1.609715	0.546623	0.664731	5.260633	6.584116	4.761777	2.595627	5.961463	0.353183	3.902040	1.310537	
SPAC139.05	6.180773	4.354947	8.107815	17.602000	1.993920	2.251605	4.768867	8.820227	3.017314	9.598187	6.218568	6.849190	11.406880	5.207770	3.436425	
SPAC139.06	2.482424	1.357358	0.984860	3.482571	1.154971	1.007240	1.363443	3.679032	2.186990	1.100236	0.376347	1.618993	2.557061	0.456359	4.021840	
SPAC1399.01c	3.559640	1.316109	5.025527	7.683773	3.606300	15.284050	2.795461	4.104607	5.375587	4.440397	3.990159	5.583840	2.333276	2.910719	2.883934	
SPAC1399.02	1.278561	0.237867	0.293341	1.241173	0.472489	0.475904	2.118856	1.435372	3.885593	0.310126	1.502036	3.086857	0.851513	1.464933	1.153569	
SPAC1399.03	3.021011	2.829877	4.903330	3.803967	4.296780	8.592270	4.609860	7.894180	8.342773	6.148328	8.851407	2.671213	5.396067	4.898453	7.360341	
SPAC1399.04c	1.498561	2.542847	5.651740	3.752191	0.799650	7.505159	2.640425	4.209939	5.277790	3.957793	1.656498	2.476525	2.395237	0.637792	7.054353	
SPAC1399.05c	1.340291	1.135005	3.838275	2.854217	2.019383	3.724820	1.560668	3.332804	2.207291	3.030999	2.469553	1.238985	1.731640	3.186279	0.741803	
SPAC13A11.01c	1.804603	0.341956	4.725875	1.937723	0.491125	5.394135	0.307433	2.234303	1.068844	2.688259	1.097265	2.730679	1.376273	3.967727	2.736468	
SPAC13A11.02c	6.957063	3.291620	13.000500	8.215680	5.987673	9.478325	7.950553	6.027897	6.175447	5.299787	9.104187	13.322953	6.621640	9.396440	10.659433	
SPAC13A11.03	2.884707	1.572117	0.581565	3.358627	2.713367	3.268162	3.011089	4.201097	4.662975	2.779985	2.027794	1.489025	0.486588	1.383704	2.073472	
SPAC13A11.04c	0.410134	0.813963	1.012609	1.315714	0.289685	0.446062	0.280172	1.706147	0.926186	0.513503	1.322593	2.927340	0.480284	1.734132	0.784574	
SPAC13A11.05	3.715567	2.553435	4.122129	7.737767	4.955980	9.924660	4.205523	8.676763	6.595767	4.978430	4.550892	9.409030	6.149400	8.271707	8.949320	
SPAC13A11.06	7.396987	8.496340	2.263075	7.258033	11.318190	11.311210	2.387497	9.628930	11.445753	11.907333	8.472447	6.862430	4.659033	12.644727	8.346077	
SPAC13C5.01c	1.953212	2.333713	1.111812	4.778787	4.072850	6.221925	3.385503	13.144110	2.831349	4.184313	3.107473	7.158147	1.915173	3.999233	3.930356	
SPAC13C5.02	5.895870	1.849968	3.450395	0.895116	3.712000	2.136458	2.118937	7.027560	4.706542	3.976750	3.133737	4.618437	5.159743	2.365073	2.136499	
SPAC13C5.03	2.868953	6.758717	6.558120	6.066715	3.640836	9.894160	3.478149	3.237409	7.508803	4.082163	6.346283	7.393037	3.593739	3.656931	8.477413	
SPAC13C5.04	5.224607	4.002459	1.308026	5.198087	8.791043	2.422087	1.591293	9.644120	0.732580	4.811096	1.692817	2.708665	2.164006	3.842905	4.480293	
SPAC13C5.05c	3.005221	2.027208	2.252935	3.478937	4.026623	3.599285	1.473391	8.023403	5.611988	3.694029	2.923540	1.827699	0.937898	4.419160	2.188764	
SPAC13C5.06c	0.414736	0.362559	4.062935	3.776370	0.767442	0.584226	1.599370	2.247470	2.166154	0.491601	1.030808	2.577498	1.725306	1.606820	0.538759	
SPAC13C5.07	0.993517	0.683776	0.787206	3.005087	0.688963	6.118990	4.343617	2.411064	5.531736	1.035904	1.404160	2.851980	0.435354	2.041974	5.404140	
SPAC13D6.01	3.670609	1.199397	0.887037	3.350154	0.688090	2.293130	0.643814	4.892200	4.443544	2.639697	1.699527	1.782278	1.050353	1.383416	0.525064	
SPAC13D6.02c	2.484892	0.924529	0.685577	3.094333	4.175763	3.080745	1.697704	6.776753	3.538910	1.285292	5.849333	2.870619	0.454036	3.716861	6.537630	
SPAC13D6.03c	2.905600	0.806449	3.173682	1.784324	0.607781	0.375846	1.630420	0.688797	2.273349	0.896729	2.365822	1.577953	3.569730	2.531918	3.843155	
SPAC13D6.04c	0.785739	0.579577	0.298493	1.905011	0.708149	1.305288	0.849408	0.744989	2.117170	5.279720	2.347627	4.757014	2.627267	0.216258	2.378833	
SPAC13D6.05	2.161487	5.227603	2.938750	3.751229	2.529408	5.898288	3.226832	6.751580	5.687317	4.447463	3.915847	5.952360	5.730803	6.513481	6.070607	
SPAC13F5.01c	2.928340	1.343919	4.944580	2.986067	3.719920	3.938305	0.505537	3.645210	2.636287	3.034130	4.072956	4.776273	5.294780	2.491596	3.462411	
SPAC13F5.02c	2.188443	0.951097	1.415145	1.952085	1.736296	10.893690	1.005506	0.998944	5.355730	3.992070	2.215774	4.327054	1.529492	0.278157	3.093303	
SPAC13F5.03c	0.857891	0.657276	0.655426	2.807993	1.413467	1.331680	0.795831	1.850516	0.627463	1.607017	1.153975	1.247354	0.762363	0.779719	1.381362	
SPAC13F5.04c	0.384927	4.298788	3.794435	4.789432	4.687303	7.565245	5.252147	6.649487	7.151217	7.656617	7.732383	5.873820	3.186762	8.288000	3.022018	
SPAC13F5.05	0.523614	0.456550	3.099158	0.727193	0.703978	3.802745	0.323101	1.534294	0.458128	2.123048	0.745518	1.348400	0.244483	0.935784	0.859419	
SPAC13F5.06c	0.978419	2.215598	1.251868	3.604130	4.230330	0.923343	2.710183	3.555110	3.581913	4.693681	3.159537	3.521123	1.341877	0.570342	2.895302	
SPAC13F5.07c	6.524933	3.403237	6.934215	5.501443	3.727413	7.757325	7.937337	5.401153	9.447017	6.946700	7.774823	3.982420	6.457073	6.701527	4.123813	
SPAC13G6.01c	1.583079	0.820503	1.155141	1.424843	0.204322	5.428900	1.898873	1.295443	1.821084	0.286442	0.454305	1.948997	1.598646	2.242547	3.986268	
SPAC13G6.02c	4.108745	0.645388	4.788595	5.951113	2.754726	2.912115	2.488503	2.250610	2.117508	0.715306	1.834451	2.176683	4.028040	0.580999	2.036344	
SPAC13G6.03	5.514480	1.264171	2.466537	4.378932	2.478724	3.823215	3.928137	4.087344	1.958003	7.290357	6.938773	4.149412	2.040584	5.184642	3.319303	
SPAC13G6.04	1.334684	2.734011	0.488845	1.052682	0.587414	3.314280	2.338851	0.440898	3.083521	6.194257	1.984734	1.104997	1.094402	2.246586	2.778600	
SPAC13G6.05c	0.630535	1.230001	6.049855	3.745877	3.003152	0.534183	1.981370	0.972196	4.568684	1.565796	0.743228	0.634818	5.911113	2.605393	4.481236	
SPAC13G6.06c	4.649410	8.136130	4.721990	7.055027	4.897373	15.161650	3.229327	10.453690	11.799647	7.864087	6.095133	5.642747	6.127217	5.990883	6.485577	
SPAC13G6.07c	7.158583	5.712650	4.690435	12.303267	10.841950	7.986225	5.078257	17.128633	3.882662	15.848167	5.203643	9.612573	14.180327	17.200400	5.627706	
SPAC13G6.08	2.559648	1.578102	3.781623	5.279357	3.751283	2.946815	4.688281	2.157711	11.771600	6.126940	3.330780	8.079290	3.242247	4.918502	7.021033	
SPAC13G6.09	0.373153	0.997978	0.631868	0.839433	0.620139	1.161633	0.245441	2.361109	1.360435	0.781118	3.816450	2.238127	0.594993	3.017309	0.585961	
SPAC13G6.10c	9.725867	9.128193	3.797020	5.152330	3.670744	13.831900	8.310970	7.873780	12.032233	10.290793	5.286237	13.506163	7.341190	6.415453	9.232997	
SPAC13G6.11c	3.046710	2.837970	1.393180	5.297635	1.010748	5.459762	2.051661	5.041435	1.265821	2.390312	6.199427	2.876167	3.569090	1.640311	4.928170	
SPAC13G6.12c	1.247916	0.835373	2.162985	2.103852	3.449859	3.990420	2.742407	6.262590	4.547293	3.859119	5.178533	5.374113	0.739959	0.776494	2.044270	
SPAC13G6.13	2.050063	0.660487	4.640495	2.582567	2.324642	0.404335	1.289322	0.885604	0.504874	3.026276	2.982950	0.230544	1.634777	0.171756	0.484173	
SPAC13G6.14	0.370030	0.229856	0.521081	0.909359	0.302671	0.318345	1.067369	0.528362	0.426741	0.242125	0.241096	2.983379	0.302786	3.267314	0.886352	
SPAC13G6.15c	5.416279	4.198797	9.869705	8.312320	8.990156	14.318785	5.487743	13.401373	10.530866	7.078957	5.886283	10.400970	9.034017	7.489230	6.374287	
SPAC13G7.01c	4.774603	7.110777	9.414480	6.128683	3.690033	10.863600	5.277943	6.328250	8.618140	4.233065	5.013957	4.835413	1.603177	4.516947	5.088123	
SPAC13G7.02c	1.751518	0.664921	3.050164	1.356932	2.706595	2.540899	0.498836	10.692350	8.838477	3.028780	4.399637	5.053317	4.431406	5.630800	4.182255	
SPAC13G7.03	2.310767	0.250466	2.239698	1.121595	5.137118	0.344693	0.971989	0.596361	1.877196	0.171481	0.676938	0.507542	2.128288	0.696494	0.710364	
SPAC13G7.04c	2.067027	2.787717	1.765270	2.515092	0.663861	1.168732	1.285770	1.014880	4.394247	2.313756	0.410473	4.389853	0.499102	1.038004	4.756267	
SPAC13G7.05	7.265317	5.052123	2.251910	10.267957	5.686657	11.808420	3.213423	10.692720	4.912070	10.085973	4.837537	2.585205	1.912236	7.571783	4.900176	
SPAC13G7.06	1.650271	4.799253	6.649825	1.918719	2.159184	2.312638	0.454788	3.393901	0.615320	3.806527	2.891602	3.155503	3.417473	4.152017	1.678402	
SPAC13G7.07	2.268332	0.919436	1.764371	4.772696	3.346165	5.553870	2.859097	1.205512	0.611510	0.685007	3.334929	2.621360	2.278782	0.807654	4.869260	
SPAC13G7.08c	2.491750	2.229067	6.240865	3.236560	4.992047	1.748066	7.138307	6.739987	2.687216	10.503010	5.461470	7.007753	0.253227	3.055769	2.362171	
SPAC13G7.09c	1.275435	0.203377	0.549194	2.351814	0.209478	0.889981	2.521923	2.540274	2.258476	0.374351	2.057580	4.139830	1.135086	0.542482	2.108957	
SPAC13G7.10	5.050558	3.187650	3.095235	3.312803	3.231217	5.697290	6.201750	3.439580	1.586616	2.870943	6.990654	3.653186	5.146050	6.652843	4.758907	
SPAC13G7.11	0.640329	0.492273	0.242070	1.126421	0.895586	1.169525	0.652274	1.998236	2.167509	0.136147	0.535187	2.101073	1.115833	2.278473	0.360010	
SPAC13G7.12c	4.264397	0.680912	5.161850	7.543437	2.368103	5.111495	4.200377	7.213726	4.250190	4.043180	5.965427	3.105294	1.396658	7.825047	7.905907	
SPAC13G7.13c	0.428993	1.318543	0.453951	3.712375	2.934817	0.590500	1.280336	3.574943	0.495242	2.616008	4.036243	5.064309	0.794433	2.323265	3.316770	
SPAC140.01	1.805880	2.810839	0.552248	1.751665	2.723561	0.550525	2.005234	0.612378	2.869911	5.331227	0.611456	4.285756	2.103264	5.887830	3.954970	
SPAC140.02	3.362710	4.976953	11.430455	7.584220	8.660260	4.804265	5.801877	3.502202	9.003243	9.166240	9.216857	10.729367	3.985402	2.549230	7.824903	
SPAC140.03	0.352688	3.435120	1.651967	1.225926	0.346231	0.542760	1.904348	3.347751	0.881097	5.064237	1.380448	4.483798	0.976825	0.758834	0.444898	
SPAC140.04	0.462056	2.679779	2.690323	2.934123	1.916452	5.597185	1.429061	2.428363	0.735575	5.795340	2.309055	1.107178	2.977000	0.902271	5.141017	
SPAC1420.01c	0.743688	2.508112	2.390509	2.379228	3.498490	4.762290	3.552093	3.975053	3.689520	0.683855	4.257857	5.368690	2.619380	2.972975	5.671800	
SPAC1420.02c	3.458147	4.909677	7.706155	6.911790	4.851463	5.263937	2.835393	9.271817	7.492010	2.831577	7.145010	5.386040	5.204593	6.795610	3.976972	
SPAC1420.03	4.102026	1.627385	2.184288	5.446387	5.213060	4.242410	3.926727	2.526483	4.111793	5.113520	1.229291	1.259914	2.426543	3.580177	2.151731	
SPAC144.01	2.233622	4.254477	3.555130	4.742080	1.721329	6.119505	1.830648	8.452537	8.442233	4.827889	2.382191	5.615893	3.458007	3.359377	2.311019	
SPAC144.02	0.234319	1.407088	2.718479	0.757132	0.422671	2.279550	3.049425	0.906754	1.785794	1.671127	0.697256	3.470702	0.302187	1.844072	1.312973	
SPAC144.03	5.326737	5.331017	7.024420	7.553929	5.196693	8.013345	6.413773	6.860220	9.194570	12.169200	5.710087	10.926650	4.766930	4.837588	7.448687	
SPAC144.04c	1.259171	1.460545	0.474886	2.421171	0.675211	1.021894	2.479299	0.528436	0.902127	4.534400	0.547058	2.239037	0.401284	0.655243	0.411375	
SPAC144.05	3.116688	0.406614	0.307102	0.684297	0.500434	6.122765	0.775987	3.720367	0.926811	0.434397	1.804746	0.715580	0.329257	1.154229	0.604140	
SPAC144.06	0.546054	1.991499	1.195439	3.419870	4.600883	0.479710	1.095412	2.735780	4.494568	2.102243	1.868853	0.489972	0.434739	1.798229	2.547913	
SPAC144.07c	1.275236	1.787166	3.173142	3.519438	0.571671	5.110989	1.651185	3.877733	3.038561	3.477142	0.612552	3.128816	0.255817	3.469827	1.625641	
SPAC144.08	0.505335	1.228596	2.920355	0.796038	2.875573	4.298510	1.510695	4.362175	1.942176	4.904523	2.050400	2.305450	0.847119	3.210835	0.900277	
SPAC144.09c	3.772098	2.150846	0.749264	6.263770	3.749347	9.184235	3.512450	9.996317	7.272010	7.861487	3.851833	8.929660	3.001910	4.132596	3.016127	
SPAC144.10c	2.353696	3.623510	5.114545	7.572287	4.039480	3.971450	1.061983	6.065770	8.561113	6.208665	5.082343	4.647347	1.212652	5.200427	2.179169	
SPAC144.11	2.717614	6.066917	2.860888	9.609203	12.889833	10.942885	4.330637	3.213950	9.435520	10.634117	5.364597	7.510223	10.487993	3.597073	4.716127	
SPAC144.12	9.691550	5.686142	11.151950	8.546767	12.672950	10.622600	3.772157	23.162067	10.781813	11.455343	10.349413	8.160493	4.983927	12.690867	7.406923	
SPAC144.13c	1.981636	2.890517	7.568800	4.599023	4.546068	7.867685	1.351059	4.371130	6.992860	9.360467	4.146380	4.963783	1.055791	6.992843	5.598533	
SPAC144.14	0.868455	0.370004	5.156160	0.444385	0.314186	7.287900	1.826624	0.844375	1.400026	1.239019	0.849757	1.581360	0.358265	0.539266	0.312468	
SPAC144.15c	0.395375	1.319140	1.186451	1.041372	3.433937	4.253048	1.060417	1.768005	1.513959	1.715670	0.476928	1.851724	0.428665	2.829358	2.471022	
SPAC144.16	1.502551	1.458047	2.271676	1.158998	0.613168	5.075626	1.627812	2.414509	3.448600	2.299712	1.771837	1.400424	0.522283	1.256755	2.537456	
SPAC144.17c	1.438321	1.075898	5.091450	0.654362	0.286904	0.921126	0.383246	1.698303	2.569143	0.996003	0.915571	0.418618	3.022426	0.492711	1.437581	
SPAC144.18	4.947990	1.973697	3.224715	5.999400	7.321290	2.866192	0.682264	7.489347	5.563023	6.048283	4.509563	6.889820	4.393347	3.155887	8.707664	
SPAC1486.01	7.063127	5.521698	3.443420	14.013583	3.549163	1.962705	2.840137	1.238315	4.752590	9.186197	3.228318	0.755488	1.469053	4.097897	0.929252	
SPAC1486.02c	1.980547	0.464596	3.215915	2.697448	0.496519	4.595133	2.524435	1.190039	1.226435	0.513007	0.367720	1.632399	0.407218	0.680028	0.485257	
SPAC1486.03c	0.608785	0.482135	0.469367	0.704430	0.997091	3.178129	1.459067	0.529123	4.129700	1.065712	1.005882	1.858601	0.367973	1.110021	2.780979	
SPAC1486.04c	1.037149	3.786533	1.853314	1.242317	3.737613	6.318565	0.217745	6.817863	4.132333	2.270292	3.779193	5.359573	2.521560	4.439120	4.211165	
SPAC1486.05	0.300096	0.569158	0.394922	0.318342	0.298527	0.492335	2.782833	0.986360	2.181964	2.060028	1.277256	0.375016	1.737845	2.516041	0.621167	
SPAC1486.06	5.523657	1.834233	0.947483	2.424543	4.313713	7.553565	3.739697	2.335994	1.988904	3.542990	4.391163	5.548817	3.673360	3.647657	1.716763	
SPAC1486.07c	4.285187	1.530127	1.308790	6.223647	4.629183	7.227950	1.091291	7.182884	4.884330	4.075987	6.615127	5.052431	1.920770	5.102597	5.402881	
SPAC1486.08	0.391705	0.451044	0.477948	0.543087	1.081898	1.280185	1.313376	1.646344	0.390828	0.746563	1.382771	0.428703	0.314682	1.601893	0.428752	
SPAC1486.09	2.255225	1.290939	2.468875	1.251419	2.075427	6.905430	1.294345	2.131277	0.678020	0.789240	1.794340	1.790677	2.429833	1.539979	1.532424	
SPAC1486.10	1.657679	0.273248	9.130715	3.841993	3.433801	3.035080	2.940647	2.933853	2.950413	4.633680	3.289290	0.498461	1.351422	1.055102	2.529121	
SPAC14C4.01c	2.733430	1.189083	2.345782	0.288070	4.791987	1.781096	0.581037	1.066444	4.019098	4.544123	1.673740	0.568381	2.099040	2.966232	0.425079	
SPAC14C4.02c	3.063750	4.652082	3.084414	4.373798	7.693133	1.576190	4.235473	6.388719	1.557926	3.297051	3.358839	2.814499	1.969845	2.037754	0.997501	
SPAC14C4.03	0.856176	2.929401	4.186265	1.452645	1.908310	1.611790	1.825768	2.116260	6.553513	1.244152	1.721607	3.829247	2.608977	6.165643	3.049277	
SPAC14C4.04	8.252690	4.879793	7.144010	12.609987	19.815433	15.340135	5.404407	19.344833	9.006450	11.099643	15.073400	13.038433	11.004717	18.458100	9.218987	
SPAC14C4.05c	3.533223	0.611120	3.931345	2.974942	5.163163	3.426588	4.129118	3.526403	5.575241	2.521410	5.484533	3.491605	2.471700	1.704137	4.002147	
SPAC14C4.06c	0.796511	1.198126	1.044366	2.436056	1.863270	1.949510	0.995508	2.842875	3.280923	0.725964	2.368164	0.631264	1.678339	5.388117	0.331714	
SPAC14C4.07	2.324225	0.417162	7.476020	2.798714	2.750047	2.683321	2.176807	0.486703	2.929606	1.168509	1.463499	3.522186	2.831127	1.332385	2.042262	
SPAC14C4.08	1.585228	0.577871	0.576456	0.878877	3.832135	4.840150	0.275683	0.754554	2.690091	0.456113	3.004110	3.544028	2.928150	2.241034	1.634063	
SPAC14C4.09	6.543647	8.209993	11.742850	6.151740	5.134109	14.517950	5.038187	9.519927	11.043843	7.009697	5.653180	10.998010	8.711150	10.065190	11.449057	
SPAC14C4.10c	1.914248	2.617793	5.288333	3.598022	3.476533	4.348921	0.622754	6.071087	1.363793	4.747130	6.024377	3.322233	7.020203	6.308323	1.984570	
SPAC14C4.11	2.495116	4.762183	3.293180	5.192230	4.108493	4.420835	2.024202	4.232617	7.305442	4.564257	2.693104	7.403533	2.189817	3.299592	3.555683	
SPAC14C4.12c	1.909688	0.742108	1.401609	8.371833	1.078771	0.522463	3.483869	5.015697	3.062477	3.671023	1.946983	1.736492	1.161163	2.931973	1.341951	
SPAC14C4.13	3.552988	3.588793	5.778720	5.928193	1.997770	6.876560	4.884803	3.878610	6.389151	3.953325	5.515607	8.680757	3.836317	3.261547	4.072973	
SPAC14C4.14	1.164505	1.352942	1.016169	1.472162	1.328057	2.514237	1.876765	1.563660	3.706938	0.701844	3.533954	0.959430	1.418837	1.567020	3.570737	
SPAC14C4.15c	0.235102	2.885440	1.655461	2.490617	1.874644	4.719500	2.342044	4.245466	0.542373	1.549191	0.780185	6.537760	2.658721	3.618400	5.827810	
SPAC14C4.16	1.073945	2.451780	0.486518	0.360840	3.506180	4.679384	3.737427	3.103718	0.955913	1.563536	0.743163	1.307850	1.099607	2.198599	0.358450	
SPAC1527.01	2.076726	0.468187	1.022665	0.999364	0.922627	0.988776	0.777845	1.663675	1.476418	0.868528	1.377277	3.394014	2.752720	1.359560	3.958678	
SPAC1527.02	3.590763	3.308085	2.715910	4.877010	6.857577	2.527622	3.218263	2.987757	3.938127	6.991680	2.797773	4.772165	2.831437	6.129930	2.873760	
SPAC1527.03	3.777060	0.917785	6.805565	7.023593	6.399972	1.061551	5.376130	7.014550	3.505194	3.924990	4.272133	6.285540	3.321949	5.146567	4.976110	
SPAC1556.01c	1.016042	2.412330	2.232873	1.297563	3.047250	2.021376	0.890045	8.404123	5.735686	1.961256	1.949160	4.881313	0.843057	2.409985	1.442064	
SPAC1556.02c	6.502700	3.878469	4.484715	4.633260	6.543080	7.702210	4.118013	5.808703	9.311047	4.192920	4.084513	6.896593	4.925633	2.464863	6.273203	
