IDENTIFIER	NoMGd1_4	NoMGd2_4	NoMGd3_4	NoMGd1_12	NoMGd2_12	NoMGd3_12	NoMGd1_24	NoMGd2_24	NoMGd3_24	MGd1_4	MGd2_4	MGd3_4	MGd1_12	MGd2_12	MGd3_12	MGd1_24	MGd2_24	MGd3_24
TAL1	49.0	50.0	50.0	50.0	77.6	50.0	50.0	50.0	50.0	67.6	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
ABO	49.0	104.3	57.0	83.5	50.0	50.0	56.5	50.0	50.0	49.0	127.0	81.1	50.0	59.3	50.0	61.9	50.0	99.5
HNF1A	78.7	190.2	76.5	130.5	50.0	50.0	50.0	199.9	50.0	94.1	85.4	118.3	83.1	202.1	65.1	86.2	104.2	50.0
L23852	49.0	50.0	50.0	71.2	50.0	50.0	50.5	50.0	50.0	49.0	59.6	77.0	65.1	50.0	63.1	50.0	91.2	50.0
M20919	87.1	251.0	50.0	50.0	50.0	131.6	174.5	50.0	50.0	49.0	50.0	50.0	50.0	50.0	93.8	50.0	166.0	50.0
APC	91.8	50.0	67.3	50.0	50.0	118.8	66.4	148.0	50.0	49.0	50.0	50.0	65.1	50.0	50.0	50.0	110.7	50.0
X81637	49.0	238.0	50.0	74.3	53.7	74.9	53.9	50.0	65.9	49.0	50.0	50.0	50.0	50.0	85.9	50.0	75.3	50.0
LINC00302	49.0	50.0	50.0	75.4	50.0	50.0	50.0	67.9	95.4	98.2	122.3	71.7	115.0	50.0	115.6	77.1	50.0	50.0
X81637	49.0	50.0	99.7	194.5	50.0	288.5	106.8	50.0	50.0	49.0	50.0	103.2	74.7	155.7	181.9	50.0	50.0	158.7
RS1	49.0	117.7	65.1	54.0	51.4	50.0	88.3	50.0	50.0	49.0	234.3	114.2	50.0	88.5	50.0	50.2	50.0	65.3
DRD2	89.2	200.1	79.3	166.0	165.5	130.1	50.0	186.9	102.3	120.2	165.1	129.9	131.7	50.0	199.4	50.0	106.2	212.0
HTR4	49.0	50.0	50.0	50.0	53.1	50.0	50.0	50.0	125.1	49.0	50.0	50.0	61.4	55.9	50.0	50.0	50.0	50.0
YBX1	75.9	233.5	84.0	209.1	50.0	97.5	50.0	156.2	50.0	49.0	58.1	113.0	102.8	129.3	134.9	86.6	114.3	53.8
TAF1B	101.3	260.8	164.1	236.2	95.1	189.6	138.7	89.5	82.8	183.1	152.5	80.1	131.3	193.9	101.0	187.9	181.3	216.6
CD58	49.0	89.7	125.4	179.9	141.9	107.0	182.1	290.7	201.2	121.4	283.7	50.0	61.2	163.4	100.1	94.5	115.3	138.8
216943_at	49.0	80.3	61.9	92.9	50.0	50.0	50.0	87.2	108.6	49.0	50.0	110.3	93.8	109.3	50.0	50.0	70.2	50.0
ITPR1	49.0	113.3	50.0	143.0	50.0	76.5	50.0	50.0	102.4	49.0	50.0	50.0	65.7	50.0	50.7	50.0	50.0	50.0
PASK	108.3	50.0	104.1	50.0	96.4	50.0	50.0	50.0	117.4	49.0	64.3	50.0	50.0	50.0	60.9	66.4	51.1	125.2
HLA-DOA	63.8	101.2	81.5	50.0	112.5	162.5	50.0	95.4	82.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	59.1
DES	70.7	112.4	50.0	86.1	50.0	50.0	50.0	50.0	50.0	49.0	102.0	53.3	50.0	50.0	50.0	50.0	50.0	50.0
216948_at	81.1	50.0	105.8	50.0	54.7	50.0	50.0	50.0	50.0	49.0	56.5	50.0	50.0	55.0	50.0	50.0	50.0	50.0
LOC101930075	225.8	50.0	50.0	50.0	50.0	100.6	108.7	50.0	50.0	102.2	87.1	50.0	62.2	50.0	50.0	50.0	50.0	50.0
FCGR1CP	49.0	148.0	99.1	50.0	142.0	125.9	64.4	50.0	50.0	49.0	50.0	50.0	100.2	97.7	96.4	110.5	50.2	50.0
FCGR1A	49.0	50.0	50.0	89.2	50.0	149.9	50.0	50.0	50.0	49.0	50.0	64.9	50.0	50.0	50.0	50.0	50.0	58.3
LMNB2	168.9	198.3	226.1	246.9	125.4	147.2	174.8	338.5	171.7	162.5	160.4	177.5	126.6	50.0	247.5	210.8	289.4	160.0
WT1	49.0	89.7	50.0	50.0	67.6	50.0	50.0	165.6	50.0	49.0	50.0	50.0	50.0	50.0	95.0	55.5	50.0	50.0
ATP5O	144.4	286.0	281.1	256.7	370.6	200.9	155.8	199.7	233.1	217.0	78.8	272.5	186.0	181.3	181.0	249.6	189.4	322.3
TAF1	105.9	79.4	81.8	50.0	50.0	166.9	104.1	122.6	103.6	49.0	74.3	93.0	70.5	224.3	50.0	50.0	50.0	71.1
ITGA2B	49.0	50.0	50.0	50.0	50.0	50.0	50.0	138.6	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
USP22	49.0	50.0	85.2	104.1	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
IVD	95.2	103.8	50.0	152.0	102.1	50.0	50.0	50.0	50.0	64.0	72.2	85.4	50.0	50.0	50.0	60.5	50.0	50.0
NRCAM	161.0	121.1	198.8	336.4	149.1	162.4	134.8	243.1	200.2	146.8	247.5	93.5	183.9	313.4	149.8	221.8	303.1	127.2
ZNF133	246.1	207.2	203.6	252.1	134.5	147.1	149.4	352.5	144.0	147.9	395.2	219.8	210.5	197.9	112.5	192.5	221.0	195.7
RPAIN	49.0	206.8	109.7	109.5	50.0	142.3	50.0	50.0	50.0	114.2	50.0	50.0	50.0	50.0	50.0	80.7	153.8	118.7
RPAIN	69.2	50.0	50.0	84.2	52.0	107.3	50.0	50.0	50.0	49.0	50.0	50.0	100.7	124.4	50.0	50.0	50.0	50.0
GAP43	51.9	50.0	91.8	178.4	51.3	182.8	64.9	157.7	221.8	109.5	93.3	50.0	136.1	50.0	57.8	50.0	50.0	184.1
USP22	49.0	50.0	50.0	50.0	213.3	50.0	50.0	50.0	50.0	61.2	50.0	61.0	50.0	50.0	75.1	50.0	55.1	73.6
SPG20	49.0	50.0	50.0	50.0	50.0	110.9	50.0	50.0	87.8	168.5	97.6	104.8	50.0	50.0	50.0	50.0	50.0	50.0
ITGA2B	54.0	50.0	166.1	72.6	50.0	50.0	50.0	131.2	50.0	49.0	50.0	50.0	93.8	50.0	50.0	50.0	50.0	50.0
GAP43	49.0	50.0	50.0	77.7	50.0	50.0	50.0	50.0	50.0	58.8	50.0	88.8	50.0	103.7	65.1	50.0	50.0	71.6
MASP2	49.0	118.6	58.9	50.0	50.0	50.0	50.0	170.9	70.2	49.0	273.1	50.0	57.7	50.0	50.0	50.0	73.8	69.5
KIF22	49.0	50.0	124.3	50.0	105.4	50.0	50.0	119.0	72.7	57.6	50.0	50.0	60.8	50.0	87.0	50.0	50.0	81.4
RGS7	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	56.5	67.6	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
PLEC	290.1	517.0	388.2	170.3	375.4	383.1	270.5	144.7	174.2	263.3	458.4	291.2	297.6	461.3	439.1	301.2	399.5	403.8
SPAM1	49.0	152.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0	55.0	93.7	52.1	50.0	50.0	61.1	50.0	50.0	50.0
HOXB7	504.0	718.6	506.8	502.4	419.4	402.6	539.9	592.1	507.3	524.2	656.8	497.0	636.4	626.5	726.1	625.3	374.5	604.3
KITLG	49.0	131.0	89.7	110.8	50.0	50.0	50.0	50.0	52.7	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
NPAS1	58.4	116.4	50.0	100.2	124.5	107.5	76.5	50.0	50.0	106.5	50.0	66.6	104.6	57.8	50.0	56.5	198.2	82.0
RYK	285.1	203.4	183.2	209.9	239.5	205.1	115.9	71.0	299.0	242.3	158.9	213.8	217.2	294.6	178.7	206.9	226.0	94.3
SNRPA1	459.1	401.7	386.3	387.6	362.7	316.3	420.1	279.3	547.6	490.4	368.7	375.3	375.7	397.0	521.7	389.8	442.9	393.1
U50277	49.0	50.0	50.0	50.0	103.2	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	103.7	68.9	50.0	50.0	50.0
NR4A3	49.0	50.0	50.0	55.2	89.6	52.0	80.2	50.0	50.0	49.0	50.0	50.0	108.1	66.9	95.0	50.0	50.0	57.1
SPN	49.0	50.0	50.0	50.0	50.0	118.6	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	64.7	50.0	50.0	50.0
SPN	62.1	278.3	50.0	50.0	50.0	50.0	50.0	144.7	53.3	139.5	50.0	102.9	50.0	61.5	105.4	50.0	141.7	161.2
U50277	49.0	50.0	50.0	50.0	50.0	70.9	50.0	67.4	50.0	49.0	50.0	73.1	50.0	50.0	50.0	50.0	100.2	50.0
ZNF224	49.0	50.0	50.0	161.5	50.0	90.2	115.7	50.0	68.3	92.8	100.8	151.0	50.0	50.0	50.0	50.0	131.2	50.0
IGLJ3	49.0	50.0	50.0	57.7	50.0	50.0	50.0	50.0	108.2	49.0	50.0	50.0	50.0	52.2	50.0	74.4	50.0	50.0
STX3	49.0	180.1	66.4	89.2	50.0	50.0	54.3	152.9	50.0	49.0	50.0	50.0	87.8	50.0	118.3	58.9	177.8	50.0
IRF4	140.3	50.0	140.0	50.0	180.8	50.0	51.3	67.1	204.3	49.0	50.0	136.6	50.0	201.7	170.5	70.2	50.0	61.0
IRF4	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
PTP4A2	2341.6	1403.1	2219.8	1631.0	1965.3	2171.7	2230.4	1262.2	1887.7	2256.7	1868.9	2054.4	2221.1	1417.0	1791.5	2288.8	2289.5	2118.7
SPAM1	49.0	107.0	50.0	105.3	50.0	50.0	59.9	50.0	50.0	100.2	68.6	123.6	100.3	149.4	127.8	50.0	117.0	50.0
GART	49.0	50.0	50.0	50.0	50.0	77.4	50.0	128.9	50.0	49.0	50.0	50.0	50.0	51.7	50.0	50.0	50.0	50.0
ZNF224	49.0	50.0	62.8	104.9	50.0	50.0	50.0	50.0	196.1	49.0	50.0	50.0	62.2	50.0	50.0	50.0	50.0	61.3
GRM8	49.0	50.0	50.0	97.9	57.2	50.0	50.0	50.0	50.0	85.3	50.0	50.0	50.0	50.0	64.0	103.8	50.0	50.0
COL11A2	143.9	278.1	156.0	188.9	177.1	259.7	134.2	317.2	86.3	221.1	168.9	288.3	90.2	163.4	61.8	183.1	69.5	167.0
RUNX2	110.6	132.1	50.0	69.3	50.0	68.3	61.8	77.6	80.4	74.9	64.3	75.0	92.8	95.3	50.0	50.0	70.2	50.0
MKRN2	49.0	56.1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	117.4	50.0	50.0	50.0	50.0	50.0	50.0	70.9
FASTKD2	316.7	98.9	280.2	200.3	319.2	269.4	213.4	170.1	232.0	329.8	351.3	311.7	227.0	270.9	251.5	265.9	368.2	340.8
TLE4	51.2	50.0	50.0	50.0	50.0	136.9	50.0	50.0	50.0	49.0	57.9	50.0	50.0	50.0	87.0	50.0	52.3	50.0
ADAM5	49.0	91.7	119.8	191.1	172.1	182.8	61.2	212.4	306.6	112.1	215.0	50.0	134.8	50.0	178.3	56.1	50.0	140.0
EPOR	49.0	50.0	50.0	55.2	50.0	50.0	50.0	50.0	50.0	68.5	50.0	74.5	50.0	50.0	50.0	50.0	50.0	77.3
217000_at	49.0	50.0	62.2	50.0	77.7	50.0	50.0	50.0	80.5	49.0	167.4	166.6	70.0	50.0	50.0	50.0	50.0	50.0
HLA-DOA	49.0	116.2	103.9	50.0	107.4	50.0	50.0	166.6	218.3	70.3	68.0	50.0	88.2	50.0	84.1	79.4	81.2	50.0
HTR3A	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	133.0	49.0	90.8	50.0	50.0	50.0	50.0	88.9	50.0	50.0
ADAM5	49.0	79.4	124.4	161.8	50.0	74.3	50.0	113.2	61.9	82.6	124.4	156.0	93.3	202.9	226.6	55.0	67.1	116.0
MCF2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	107.6	50.0	175.8	50.0	99.9	97.3	64.7	60.1	50.0	50.0	95.9
LDLR	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	127.2	114.8	50.0	50.0	50.0	64.8	86.8	50.0
FASN	49.0	111.5	172.7	145.7	51.0	50.0	79.8	50.0	50.0	67.8	50.0	50.0	50.0	90.9	50.0	69.8	58.7	50.0
ADAM15	180.0	480.2	51.9	286.0	134.4	311.2	164.9	564.9	131.2	115.8	126.1	131.3	202.0	178.6	141.5	178.2	291.2	136.0
LOC100996542	276.3	50.7	155.0	126.1	50.0	61.5	50.0	50.0	119.7	57.8	154.9	191.8	91.3	118.4	50.0	52.8	178.8	247.7
PGK2	49.0	141.3	159.3	50.0	96.7	104.9	50.0	50.0	50.0	116.2	88.6	86.0	50.0	151.2	104.9	50.0	50.0	122.2
CDC25C	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
GBX1	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
AL080233	49.0	68.0	50.0	50.0	75.6	50.0	50.0	50.0	50.0	49.0	50.0	50.0	55.9	50.0	69.7	50.0	50.0	50.0
AZGP1P1	176.2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	73.5	50.0	50.0	64.3	145.7	50.0
AZGP1P1	68.3	50.0	139.1	165.2	50.0	343.4	128.8	190.0	118.7	116.1	162.5	128.6	85.8	84.5	50.0	50.0	165.3	137.2
217015_at	49.0	53.8	50.0	50.0	50.0	50.0	57.4	50.0	77.3	49.0	68.4	50.0	50.0	50.0	50.0	50.0	53.0	50.0
TMEM212	234.5	65.0	57.0	65.9	117.0	50.0	50.0	253.8	74.8	49.0	126.8	50.0	50.0	50.0	101.6	70.4	93.3	116.9
OSBPL10	49.0	109.9	123.4	156.0	70.9	316.1	50.0	50.0	72.7	63.9	80.7	151.7	50.0	122.8	162.6	83.7	79.7	50.0
PDSS2	49.0	161.7	50.0	50.0	50.0	65.9	53.4	170.7	50.0	49.0	50.0	74.9	50.0	50.0	56.8	50.0	100.4	76.1
217019_at	80.0	50.2	50.2	85.9	107.7	119.5	75.9	50.0	131.2	49.0	50.0	50.0	50.0	50.0	58.6	50.0	171.1	109.9
RARB	107.0	111.2	184.0	113.7	83.7	164.5	99.9	87.5	67.0	119.9	83.7	149.2	89.2	153.5	160.7	123.3	162.2	86.5
CYB5A	107.5	65.3	66.8	50.0	50.0	50.0	50.0	145.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	114.6
IGHA2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
TPSB2	80.7	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	78.9	50.0	50.0	50.0	50.0	50.0	57.5
217024_x_at	114.7	50.0	50.0	74.1	50.0	50.0	89.1	50.0	50.0	133.7	50.0	50.0	95.2	50.0	163.5	50.0	133.4	50.0
DBN1	163.1	320.9	187.1	209.1	248.0	311.8	128.7	356.3	232.8	209.6	252.6	208.2	225.1	387.0	190.4	280.1	271.8	204.1
CFTR	49.0	50.0	50.0	50.0	58.6	50.0	50.0	50.0	50.0	49.0	50.0	128.1	70.4	74.3	95.6	50.0	50.0	50.0
217027_x_at	295.9	153.9	128.6	80.7	166.5	240.1	82.1	51.4	167.9	105.4	150.4	190.8	50.0	91.6	102.4	111.9	298.2	182.7
CXCR4	66.0	50.0	50.0	50.0	50.0	50.0	50.0	156.4	102.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	63.5	50.0
AL049301	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
LOC101929550	49.0	50.0	50.0	56.6	50.0	161.3	50.0	50.0	50.0	97.4	90.8	116.4	70.1	50.0	78.4	50.0	50.0	55.0
KRT84	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	66.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0
FOXD4L1	96.6	50.0	50.0	50.0	50.0	90.8	50.0	81.1	113.4	49.0	70.1	50.0	50.0	50.0	59.0	50.0	101.3	50.0
NTRK3	191.3	282.8	134.5	80.8	233.2	129.0	136.2	272.4	264.5	148.5	115.3	183.4	80.1	179.5	130.1	162.6	142.9	131.0
LOC101928457	49.0	50.0	50.0	50.0	50.0	50.0	50.0	65.9	50.0	49.0	214.7	50.0	50.0	50.0	50.0	50.0	50.0	50.0
SKAP2	179.3	61.2	113.8	253.8	203.4	244.0	134.3	137.9	108.8	49.0	50.0	190.2	113.1	144.8	50.0	50.0	234.0	50.0
AF103530	102.7	52.5	50.0	50.0	50.0	83.1	50.0	80.4	50.0	49.0	50.0	50.0	50.0	61.0	130.4	50.0	53.8	50.0
SLC1A2	103.6	50.0	78.3	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	65.6	50.0	68.0	50.0	50.0	65.2	50.0
217038_at	49.0	57.6	50.0	197.9	50.0	50.0	50.0	50.0	50.0	49.0	162.8	50.0	61.0	50.0	50.0	50.0	50.0	50.0
ELK2AP	167.2	215.1	50.0	104.1	50.0	52.2	169.6	51.6	84.9	53.4	51.8	251.6	241.1	110.1	58.5	113.8	50.0	50.0
SOX15	266.6	158.1	50.0	276.4	238.0	143.5	100.2	56.0	250.7	187.2	99.3	72.7	218.4	211.5	188.6	212.7	357.9	133.3
NPTXR	147.9	50.0	50.0	119.1	50.0	273.9	75.2	132.3	187.0	149.5	117.8	138.2	61.4	265.5	75.7	50.0	172.5	50.5
RDH11	89.0	50.0	50.0	50.0	73.4	125.5	58.3	192.8	79.1	59.8	143.6	119.1	153.2	186.9	69.9	62.6	100.7	86.5
MFN1	49.0	54.5	128.7	177.8	50.0	180.0	85.7	50.0	136.4	81.1	50.0	143.3	89.7	216.9	72.1	107.9	184.4	149.5
PLEKHG3	87.2	50.0	89.0	50.0	50.0	97.8	69.9	52.9	97.2	49.0	50.0	122.4	117.6	94.7	94.4	76.7	50.0	50.0
NCR2	58.7	289.5	184.0	259.7	179.5	295.5	113.6	296.3	132.9	123.0	268.0	153.9	193.2	201.4	180.1	179.1	125.2	146.6
AGER	49.0	104.5	114.1	50.0	50.0	50.0	50.0	142.4	142.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	196.1
FAM13A	217.9	412.9	266.2	309.8	275.2	266.9	284.5	319.4	219.9	574.8	546.4	212.4	249.7	364.7	257.4	333.7	343.6	195.5
SHC1P1	115.4	103.6	59.2	101.3	70.7	50.0	50.0	50.0	50.0	84.4	114.6	50.0	177.0	150.9	189.2	50.0	140.5	104.5
PCDH11Y	49.0	59.2	50.0	111.4	50.0	145.0	50.0	75.5	106.3	108.9	50.0	59.2	121.5	78.6	79.6	66.6	121.2	66.7
DIAPH2-AS1	61.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	58.2	50.0	50.0	50.0	50.1	50.0	50.0	50.0	50.0
AF257501	67.8	50.0	84.0	50.0	50.0	50.0	50.0	50.0	50.0	110.1	85.2	84.9	50.0	50.0	50.0	50.0	50.0	92.0
AK024108	185.2	269.4	142.3	147.2	137.7	306.9	82.0	50.0	93.3	101.5	259.3	85.8	158.2	83.2	120.0	188.8	141.6	60.7
ETV1	98.9	166.9	147.8	134.8	50.0	191.1	50.0	183.1	70.6	122.2	131.4	209.9	75.0	128.9	139.1	183.7	50.0	58.2
MUC3A	117.7	156.1	50.0	62.8	107.6	64.3	65.9	75.5	157.6	90.5	50.0	139.7	52.5	50.0	161.1	80.6	50.0	250.2
SLC1A2	49.0	74.9	50.0	50.0	50.0	50.0	101.4	118.8	171.5	88.0	50.0	123.6	58.4	94.4	50.0	50.0	137.8	50.0
YME1L1	49.0	93.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0	103.6	116.9	50.0	50.0	50.0	86.8	50.0	104.1	50.0
GNAS	49.0	66.6	60.9	50.0	50.0	126.5	103.4	163.3	50.0	49.0	108.2	50.0	51.9	106.1	50.0	149.4	50.0	159.3
GNAS	49.0	165.5	50.0	50.0	50.0	50.0	50.0	83.2	50.0	110.1	123.3	57.2	50.0	50.0	50.0	50.0	50.0	50.0
MUC7	49.0	54.1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	105.7	50.0	50.0	50.0	50.0	50.0	50.0	62.8
TRBV16	49.0	89.3	50.0	78.0	101.9	53.1	50.0	50.0	50.0	49.0	50.0	96.0	55.7	98.9	113.6	50.0	50.0	50.0
ETV1	49.0	121.6	50.0	147.8	50.0	131.3	63.2	50.0	50.0	49.0	50.0	179.4	50.0	86.7	50.0	91.8	50.0	115.4
DMPK	49.0	50.0	50.0	50.0	50.0	50.0	88.1	50.0	50.0	49.0	102.9	50.0	50.0	50.0	129.0	50.0	50.0	59.9
YME1L1	117.6	149.4	50.0	65.2	50.0	50.0	50.0	50.0	50.0	113.8	50.0	50.0	67.3	69.2	50.0	57.5	133.9	50.0
YME1L1	49.0	50.0	50.0	59.1	50.0	50.0	50.0	50.0	50.0	49.0	50.0	59.5	50.0	50.0	50.0	50.0	101.3	50.0
DMPK	49.0	72.7	50.0	129.2	50.0	50.0	79.6	50.0	50.0	49.0	50.0	118.9	50.0	52.2	50.0	50.0	90.9	50.0
DMP1	72.1	50.0	50.0	54.8	142.0	102.0	50.0	50.0	50.0	49.0	50.0	79.1	50.0	50.0	50.0	50.0	104.5	50.8
U82303	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	55.0	49.0	50.0	50.0	50.0	62.1	63.7	50.0	50.0	50.0
KMT2B	68.0	89.5	50.0	50.0	50.0	55.5	50.0	50.0	50.0	49.0	112.0	50.0	50.0	56.6	50.0	50.0	50.0	50.0
MTHFR	87.2	123.8	50.0	72.6	50.0	50.0	50.0	50.0	50.0	63.8	50.0	50.0	50.0	50.0	50.0	50.0	171.7	50.0
MTHFR	49.0	101.8	50.0	50.0	85.6	50.0	50.0	50.0	50.0	49.0	95.9	50.0	50.0	50.0	50.0	50.0	50.0	50.0
CD300A	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	74.3	50.0	50.0	50.0	50.0
APOA1	49.0	50.0	50.0	83.9	50.0	50.0	50.0	50.0	50.0	63.3	50.0	50.0	50.0	50.0	58.1	50.0	50.0	131.8
SMOX	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
KMT2B	49.0	235.7	50.0	50.0	50.0	50.0	50.0	50.0	61.8	49.0	105.7	86.1	50.0	50.0	50.0	50.0	209.6	50.0
LOC401021	86.1	107.2	50.0	67.6	50.0	155.2	50.0	50.0	82.9	49.0	50.0	50.0	50.0	50.0	50.0	71.7	50.0	82.6
GABBR2	97.0	50.0	50.0	121.9	50.0	50.0	52.5	50.0	50.0	109.2	50.0	150.6	54.5	50.0	50.0	67.5	50.0	107.4
CD300A	49.0	50.0	50.0	50.0	50.0	50.0	50.0	101.0	50.0	49.0	50.0	50.0	50.0	50.0	51.8	64.4	50.0	50.0
U82306	49.0	50.5	50.0	50.0	50.0	50.0	135.3	50.0	50.0	49.0	50.0	50.0	50.0	72.3	111.8	80.9	50.0	50.0
HOMER2	49.0	120.4	50.0	81.1	95.1	50.0	50.0	130.7	131.3	75.9	216.6	225.7	178.1	102.8	50.0	78.5	88.4	84.2
OR2H2	83.5	50.0	72.0	50.0	154.9	60.9	50.0	50.0	102.2	49.0	107.2	50.0	50.0	154.9	66.4	84.2	157.8	71.6
U82306	95.8	50.0	99.5	50.0	50.0	50.0	96.0	50.0	50.0	74.3	50.0	50.0	50.0	134.5	60.4	50.0	50.0	50.0
AF015124	49.0	61.7	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
IGHV3-23	49.0	50.0	50.0	50.0	74.9	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	71.2	50.0	50.0	62.7	50.0
AL049328	81.2	50.0	50.0	50.0	50.0	56.9	50.0	50.0	50.0	49.0	94.8	65.2	50.0	72.0	60.6	54.6	50.0	112.1
CHRNB3	104.8	87.7	50.0	50.0	50.0	50.0	50.0	50.0	73.5	49.0	58.2	50.0	50.0	77.0	50.0	50.0	50.0	72.0
C1orf68	170.3	124.0	50.0	74.6	50.0	50.0	50.0	50.0	187.3	49.0	50.0	50.0	113.0	50.0	50.0	50.0	50.0	51.9
NCR1	49.0	50.0	50.0	83.6	60.1	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
ADAM3A	49.0	74.2	50.0	50.0	101.9	50.0	50.0	161.8	50.0	66.8	72.4	61.6	50.0	60.7	86.1	50.0	65.0	50.0
X86400	49.0	50.0	52.4	82.8	62.3	57.9	50.0	139.6	50.0	49.0	50.0	50.0	51.8	50.0	75.6	50.0	50.0	50.0
217092_x_at	1415.7	1164.4	1298.5	1708.2	1136.6	1432.0	1286.2	1142.7	1285.4	1637.9	1352.8	1351.1	1493.2	1318.9	1063.2	1418.1	1399.3	1415.2
RNASE1	49.0	50.0	50.0	50.0	50.0	50.0	50.0	164.8	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	68.0
ITCH	74.0	124.0	50.0	68.7	50.0	50.0	134.2	123.4	125.7	96.7	50.0	65.9	132.6	105.9	50.0	50.0	75.4	106.8
NCR1	95.6	50.0	51.2	50.0	50.0	50.0	50.0	50.0	112.9	49.0	50.0	50.0	50.0	106.5	50.0	50.0	50.0	102.3
PCLO	49.0	179.4	172.5	102.8	50.0	191.3	50.0	281.5	50.0	74.7	50.0	169.4	50.0	50.0	107.9	50.0	103.5	64.7
PHTF2	83.9	50.0	50.0	206.6	50.0	73.5	62.9	50.0	50.0	49.0	50.0	50.0	105.9	62.4	50.0	98.7	63.4	50.0
ZSCAN12	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	107.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
GEMIN4	277.1	391.8	408.7	407.3	381.1	211.8	288.7	464.9	317.5	174.6	331.0	375.8	408.3	336.0	537.6	367.3	298.9	394.9
UBXN7	103.7	181.4	126.3	153.6	114.4	78.1	82.8	160.2	50.0	61.6	150.2	50.0	152.3	90.0	50.0	167.2	78.5	147.7
TTC39A	49.0	50.0	50.0	50.0	50.0	50.0	50.0	124.4	50.0	76.7	50.0	50.0	50.0	96.5	50.0	50.0	50.0	76.9
AF041410	102.0	131.7	388.9	88.1	183.1	144.5	56.8	50.6	172.0	136.3	155.9	225.3	50.0	153.2	146.6	156.2	149.9	104.3
LDLR	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
ST20	146.5	50.0	50.0	99.7	109.0	66.1	93.7	177.8	88.0	90.5	113.8	50.0	138.0	116.3	99.5	202.7	69.8	204.7
AF041410	49.0	50.0	50.0	50.0	50.0	50.0	75.1	50.0	50.0	49.0	67.9	50.0	50.0	66.2	50.0	50.0	50.0	50.0
DIMT1	499.4	446.3	357.3	496.8	414.6	277.4	476.2	418.1	462.9	487.3	412.8	303.7	528.0	418.2	237.0	496.0	477.3	382.1
217107_at	165.4	158.1	300.5	117.6	121.9	238.6	124.0	50.0	265.1	72.0	151.3	216.6	84.7	50.0	132.9	138.2	193.3	93.4
